topic_id,topic_slug,topic_name,instrument_code,instrument_name,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,topic_sensitivity_participation,scale_influence,durability,rationale,evidence_types,evidence_summary,source_count,source_urls,source_publication_dates,confidence_level,ambiguity_notes,membership_review_needed,researched_at,leader_set_research_version
,核心 IC設計,核心 IC設計,3034,聯詠,1.00,NEEDS_REVIEW,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Novatek's official product pages and sustainability materials document a long-running, broad IC-design platform centered on display-driver ICs, TDDI, timing/control and multimedia SoC products, with global panel design wins and smart-display/image expertise.",official company product/IR; annual report or regulatory/industry source,"Novatek's official product pages and sustainability materials document a long-running, broad IC-design platform centered on display-driver ICs, TDDI, timing/control and multimedia SoC products, with global panel design wins and smart-display/image expertise.",3,https://www.novatek.com.tw/en-global/Product/product/Overview|https://www.novatek.com.tw/en-global/Product/product/Index/product2|https://esg.novatek.com.tw/upload/media/ESG-Report/2023/CH1_e.pdf,current official product overview; current product page; 2023 sustainability report,HIGH,"The supplied `核心 IC設計` label is absent from the hierarchy, so this is classification review only. Direct IC-design identity is strong, but the label is broad and the PRIMARY pool contains only 3034.",true,2026-08-09,leader-set-research.v2
,機器人零組件,機器人零組件,2049,上銀,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"HIWIN's official product and ESG materials list ballscrews, linear guides, strain-wave gears, industrial robots and semiconductor subsystems; these are durable motion-control components used in robots and automation.",official company product/IR; annual report or regulatory/industry source,"HIWIN's official product and ESG materials list ballscrews, linear guides, strain-wave gears, industrial robots and semiconductor subsystems; these are durable motion-control components used in robots and automation.",3,https://www.hiwin.tw/|https://esg.hiwin.tw/en/ch3/ch3_1.aspx|https://www.hiwin.tw/news_content.aspx?newsID=25533,current company site; current ESG page; 2025-08-21 company-published report,HIGH,The company also operates in machine tools and semiconductor equipment; keep the robot-component identity grounded in the supplied topic membership.,true,2026-08-09,leader-set-research.v2
,機器人零組件,機器人零組件,4576,大銀微系統,0.75,NEEDS_REVIEW,HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM_HIGH,"HIWIN's official 2025 exhibition material identifies HIWIN Mikrosystem (4576) alongside HIWIN as a provider of robot key-component solutions, including motors, drives and encoders.",official company product/IR; annual report or regulatory/industry source,"HIWIN's official 2025 exhibition material identifies HIWIN Mikrosystem (4576) alongside HIWIN as a provider of robot key-component solutions, including motors, drives and encoders.",2,https://www.hiwin.tw/news_content.aspx?newsID=25499|https://www.hiwin.tw/,2025-03-03 company-published report; current company site,MEDIUM,Evidence is group-level and the standalone 4576 product boundary needs confirmation from its own current IR/product materials.,false,2026-08-09,leader-set-research.v2
,機器視覺,機器視覺,2359,所羅門,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Solomon's official product, sustainability and 3D-vision materials identify AI inspection, industrial 3D cameras, deep-learning software and vision-guided robotics as a durable core platform, with repeated external innovation recognition.",official company product/IR; annual report or regulatory/industry source,"Solomon's official product, sustainability and 3D-vision materials identify AI inspection, industrial 3D cameras, deep-learning software and vision-guided robotics as a durable core platform, with repeated external innovation recognition.",3,https://www.solomon.com.tw/products/|https://www.solomon-3d.com/company/|https://www.solomon.com.tw/wp-content/uploads/2025/02/2023-STC-Corporate-Sustainability-Report_EN-1230.pdf,current product catalog; current 3D-vision company profile; 2023 sustainability report,HIGH,"Solomon is diversified across automation, energy, components and other businesses; 1.00 is specific to the supplied machine-vision topic where direct product evidence is strong.",false,2026-08-09,leader-set-research.v2
,機器視覺,機器視覺,4585,達明,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"The TWSE company profile identifies Techman Robot as a collaborative-robot and automation-integration company with built-in AI vision for positioning, OCR, measurement and defect inspection across industrial applications.",official company product/IR; annual report or regulatory/industry source,"The TWSE company profile identifies Techman Robot as a collaborative-robot and automation-integration company with built-in AI vision for positioning, OCR, measurement and defect inspection across industrial applications.",3,https://www.twse.com.tw/market_insights/zh/preview/8a8216d6993bf15101994cc63360005d|https://www.tm-robot.com/zh-hant/about-us/|https://wwwc.twse.com.tw/pdf/ch/4585_ch.pdf,2026 TWSE company profile; current company profile; current TWSE security profile,HIGH,Machine vision is integrated into a broader collaborative-robot platform; 0.75 avoids treating the company as a pure vision-system vendor.,false,2026-08-09,leader-set-research.v2
,機器視覺,機器視覺,6188,廣明,0.50,NEEDS_REVIEW,MEDIUM,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM,"廣明's current financial disclosure confirms ownership of Techman Robot, whose products include industrial collaborative robots and vision-related automation; the evidence supports adjacency but not a standalone 6188 machine-vision identity.",official company product/IR; annual report or regulatory/industry source,"廣明's current financial disclosure confirms ownership of Techman Robot, whose products include industrial collaborative robots and vision-related automation; the evidence supports adjacency but not a standalone 6188 machine-vision identity.",3,https://www.qsitw.com/page/rs/download/fin_information/2025Q4.pdf|https://www2.tm-robot.com/zh-hant/company-profile/|https://www.qsitw.com/page/tw/fi/fi032025.html,2025 Q4 financial report; current Techman company profile; current 6188 financial-information page,MEDIUM,The vision capability sits in a subsidiary and the parent has other businesses; PM should decide whether indirect subsidiary exposure is eligible for the parent stock's Leader Set.,false,2026-08-09,leader-set-research.v2
,液冷散熱,液冷散熱,2308,台達電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Delta's official data-center portfolio includes liquid-to-air, liquid-to-liquid CDU and immersion cooling for AI/HPC workloads; its annual report says liquid-cooling solutions entered production and were approved by leading CSPs/ODMs.",official company product/IR; annual report or regulatory/industry source,"Delta's official data-center portfolio includes liquid-to-air, liquid-to-liquid CDU and immersion cooling for AI/HPC workloads; its annual report says liquid-cooling solutions entered production and were approved by leading CSPs/ODMs.",2,https://www.deltaww.com/en-US/products/data-center-cooling|https://filecenter.deltaww.com/IR/download/annual_report/2024annual.pdf,undated current product page; 2024 annual report,HIGH,"Broad power/data-center supplier, but liquid cooling is an explicit product line with production evidence.",false,2026-08-09,leader-set-research.v2
,液冷散熱,液冷散熱,3017,奇鋐,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,AVC identifies itself as a leading total thermal-solution provider and a Taiwan-listed company; its product identity is structurally aligned with data-center thermal management.,official company product/IR; annual report or regulatory/industry source,AVC identifies itself as a leading total thermal-solution provider and a Taiwan-listed company; its product identity is structurally aligned with data-center thermal management.,1,https://www.avc.co/en-us/,undated current company page,MEDIUM_HIGH,Need a current product/annual-report page that explicitly separates liquid cooling from general fan/thermal components before final PM approval.,false,2026-08-09,leader-set-research.v2
,液冷散熱,液冷散熱,3324,雙鴻,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,Auras states that it has developed liquid-cooling and energy-saving thermal technology for over a decade and supplies server/cloud-data-center cooling solutions.,official company product/IR; annual report or regulatory/industry source,Auras states that it has developed liquid-cooling and energy-saving thermal technology for over a decade and supplies server/cloud-data-center cooling solutions.,2,https://www.auras.com.tw/News/NewsContent/14-8|https://www.auras.com.tw/node/9,2025-05-19; undated company profile,HIGH,Strongest pure-play thermal candidate in this topic; avoid using recent price action to elevate it.,false,2026-08-09,leader-set-research.v2
,無人機,無人機,7402,邑錡,0.50,NEEDS_REVIEW,LOW,LOW,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM,"The supplied PRIMARY classification includes 7402, but current direct public evidence did not establish a durable UAV manufacturing or system role; retain as a classification-review candidate only.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY classification includes 7402, but current direct public evidence did not establish a durable UAV manufacturing or system role; retain as a classification-review candidate only.",1,https://www.twse.com.tw/pdf/en/7402_en.pdf,current TWSE company profile,LOW,Do not promote without direct company product evidence.,false,2026-08-09,leader-set-research.v2
,無人機,無人機,8033,雷虎,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Thunder Tiger's official site and corporate materials identify UAV, ROV, USV and UGV design/manufacturing; its official product/news pages document drone and rescue-radar UAV products.",official company product/IR; annual report or regulatory/industry source,"Thunder Tiger's official site and corporate materials identify UAV, ROV, USV and UGV design/manufacturing; its official product/news pages document drone and rescue-radar UAV products.",3,https://ttg.thundertiger.com/index.php?lang=tw|https://ttg.thundertiger.com/news-detail.php?id=56&lang=tw|https://ttg.thundertiger.com/stock/file/year_report/112.pdf,current product site; official product news; 2023 annual report,HIGH,Direct UAV identity; no inference from military-news momentum.,false,2026-08-09,leader-set-research.v2
,營建工程,營建工程,2535,達欣工,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Dacin's official company profile identifies it as a Class-A contractor serving public works, factories, commercial offices and residential projects, with a durable construction-engineering platform and long operating history.",official company product/IR; annual report or regulatory/industry source,"Dacin's official company profile identifies it as a Class-A contractor serving public works, factories, commercial offices and residential projects, with a durable construction-engineering platform and long operating history.",3,https://www.dacin.com.tw/|https://www.dacin.com.tw/about/index.php?index_id=30|https://www.dacin.com.tw/about/winning.php,current company site; current company profile; current project/award page,HIGH,Dacin also has development-related activities; the proposed weight is limited to construction engineering and should not be merged with residential developers.,false,2026-08-09,leader-set-research.v2
